url,season_year,category,team_label,competition_name
https://cesky-tenis.cz/soutez/9542?druzstvoCislo=6,2026,dospeli,A,Pražská divize
https://cesky-tenis.cz/soutez/9552?druzstvoCislo=2,2026,dospeli,B,2. třída C
https://cesky-tenis.cz/soutez/9555?druzstvoCislo=6,2026,dospeli,C,3. třída B
https://cesky-tenis.cz/soutez/9679?druzstvoCislo=3,2026,dospeli,D,4. třída A
https://cesky-tenis.cz/soutez/9560?druzstvoCislo=6,2026,dorost,,2. třída A
https://cesky-tenis.cz/soutez/9740?druzstvoCislo=6,2026,mladsi,A,2. třída A (3+3)
https://cesky-tenis.cz/soutez/9744?druzstvoCislo=2,2026,mladsi,B,3. třída C (4+0)
https://cesky-tenis.cz/soutez/9753?druzstvoCislo=5,2026,baby,,1. třída B
